[ 2017-02-20T23:11:18+08:00 ] /js/Style/52.gif | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | NOTIC: [8] Undefined index: sq_date_js f7cdd6a3364da0567602ee8d7076d1b1.php 第 67 行.
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | NOTIC: [8] Undefined index: pagepage f7cdd6a3364da0567602ee8d7076d1b1.php 第 83 行.
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:27+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SHOW COLUMNS FROM `pay_adminmoney` [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE zt=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT * FROM `pay_adminmoney` WHERE zt=1 ORDER BY datetime desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: sq_date 33928d13cb721d9361a243669aee9720.php 第 74 行.
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: sq_date_js 33928d13cb721d9361a243669aee9720.php 第 75 行.
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: pagepage 33928d13cb721d9361a243669aee9720.php 第 98 行.
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: lx 33928d13cb721d9361a243669aee9720.php 第 99 行.
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:51:29+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:23+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SHOW COLUMNS FROM `pay_sjtadminsjt` [ RunTime:0.000000s ]
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT * FROM `pay_sjtadminsjt` WHERE SjtUserName = '000000' and SjtPassWord = '670b14728ad9902aecba32e22fa4f6bd'  [ RunTime:0.000000s ]
[ 2017-02-20T23:53:31+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT `SjtUserType` FROM `pay_sjtadminsjt` WHERE SjtUserName = '000000' and SjtPassWord = '670b14728ad9902aecba32e22fa4f6bd' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run CheckRoute Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SHOW COLUMNS FROM `pay_sjtadminsjt` [ RunTime:0.000000s ]
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT * FROM `pay_sjtadminsjt` WHERE SjtUserName = '000000' and SjtPassWord = '670b14728ad9902aecba32e22fa4f6bd'  [ RunTime:0.000000s ]
[ 2017-02-20T23:53:32+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT `SjtUserType` FROM `pay_sjtadminsjt` WHERE SjtUserName = '000000' and SjtPassWord = '670b14728ad9902aecba32e22fa4f6bd' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SHOW COLUMNS FROM `pay_sjtadminsjt` [ RunTime:0.000000s ]
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT * FROM `pay_sjtadminsjt` WHERE SjtUserName = '000000' and SjtPassWord = '670b14728ad9902aecba32e22fa4f6bd'  [ RunTime:0.000000s ]
[ 2017-02-20T23:53:35+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT `SjtUserType` FROM `pay_sjtadminsjt` WHERE SjtUserName = '000000' and SjtPassWord = '670b14728ad9902aecba32e22fa4f6bd' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:39+08:00 ] /SjtAdminSjt_Sjtadminsjt_tuichu.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SHOW COLUMNS FROM `pay_sjtadminsjt` [ RunTime:0.000000s ]
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT * FROM `pay_sjtadminsjt` WHERE SjtUserName = 'admin' and SjtPassWord = 'e10adc3949ba59abbe56e057f20f883e'  [ RunTime:0.000000s ]
[ 2017-02-20T23:53:51+08:00 ] /SjtAdminSjt_Sjtadminsjt_denglu.html | SQL: SELECT `SjtUserType` FROM `pay_sjtadminsjt` WHERE SjtUserName = 'admin' and SjtPassWord = 'e10adc3949ba59abbe56e057f20f883e' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:52+08:00 ] /SjtAdminSjt | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SHOW COLUMNS FROM `pay_listuser` [ RunTime:0.000000s ]
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_listuser` WHERE 1=1 and 1=1 and 1=1 and 1=1 and 1=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:53:53+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT * FROM `pay_listuser` WHERE 1=1 and 1=1 and 1=1 and 1=1 and 1=1 ORDER BY Zt desc,Shh desc LIMIT 0,10   [ RunTime:0.000000s ]
